week_ending,roi,name,dept,altitude,no2_weekly_mean,n_valid_days,log_no2
2023-08-20,cochabamba,Cochabamba,Cochabamba,highland,5.983892338500304e-05,7.0,-9.72385421602068
2023-08-27,cochabamba,Cochabamba,Cochabamba,highland,5.51174515348914e-05,7.0,-9.80604416718094
2023-09-03,cochabamba,Cochabamba,Cochabamba,highland,4.348386460332997e-05,7.0,-10.043120617339769
2023-09-10,cochabamba,Cochabamba,Cochabamba,highland,3.477370826781726e-05,6.0,-10.266648966270491
2023-09-17,cochabamba,Cochabamba,Cochabamba,highland,4.179860864157333e-05,7.0,-10.08264750507432
2023-09-24,cochabamba,Cochabamba,Cochabamba,highland,4.126678426498766e-05,7.0,-10.095452636668961
2023-10-01,cochabamba,Cochabamba,Cochabamba,highland,3.553879420978367e-05,7.0,-10.244885663506526
2023-10-08,cochabamba,Cochabamba,Cochabamba,highland,2.6268635581573157e-05,7.0,-10.54713489388848
2023-10-15,cochabamba,Cochabamba,Cochabamba,highland,3.138003129176108e-05,6.0,-10.369338813471833
2023-10-22,cochabamba,Cochabamba,Cochabamba,highland,1.699113531123739e-05,7.0,-10.982818802191733
2023-10-29,cochabamba,Cochabamba,Cochabamba,highland,2.904615084743373e-05,3.0,-10.446624584394305
2023-11-05,cochabamba,Cochabamba,Cochabamba,highland,2.378173366522009e-05,7.0,-10.646592765018404
2023-11-12,cochabamba,Cochabamba,Cochabamba,highland,1.3071377371888993e-05,5.0,-11.24508565165045
2023-11-19,cochabamba,Cochabamba,Cochabamba,highland,1.148790880756102e-05,7.0,-11.374215483750408
2023-11-26,cochabamba,Cochabamba,Cochabamba,highland,1.8252204511208133e-05,5.0,-10.911224690096226
2023-12-03,cochabamba,Cochabamba,Cochabamba,highland,8.808345899093132e-06,4.0,-11.639810888300774
2023-12-10,cochabamba,Cochabamba,Cochabamba,highland,,1.0,
2023-12-17,cochabamba,Cochabamba,Cochabamba,highland,1.619770355254571e-05,3.0,-11.030641081789966
2023-12-24,cochabamba,Cochabamba,Cochabamba,highland,1.7223641182250083e-05,5.0,-10.969227630547794
2023-12-31,cochabamba,Cochabamba,Cochabamba,highland,1.2517785707146191e-05,3.0,-11.288360068385558
2024-01-07,cochabamba,Cochabamba,Cochabamba,highland,1.8020503069329206e-05,7.0,-10.924000388896891
2024-01-14,cochabamba,Cochabamba,Cochabamba,highland,2.0138734773529536e-05,6.0,-10.81286549421973
2024-01-21,cochabamba,Cochabamba,Cochabamba,highland,2.8448512715088585e-05,3.0,-10.467414675908218
2024-01-28,cochabamba,Cochabamba,Cochabamba,highland,1.3630693279077782e-05,5.0,-11.20318644934704
2024-02-04,cochabamba,Cochabamba,Cochabamba,highland,1.4861632335206148e-05,5.0,-11.116727677116204
2024-02-11,cochabamba,Cochabamba,Cochabamba,highland,6.0670524993301816e-06,3.0,-12.012637655781262
2024-02-18,cochabamba,Cochabamba,Cochabamba,highland,1.3874630240585166e-05,4.0,-11.18544854801407
2024-02-25,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2024-03-03,cochabamba,Cochabamba,Cochabamba,highland,1.9508191452352446e-05,6.0,-10.844676106121543
2024-03-10,cochabamba,Cochabamba,Cochabamba,highland,1.6133101337131215e-05,5.0,-11.034637412943074
2024-03-17,cochabamba,Cochabamba,Cochabamba,highland,2.2076696290317772e-05,6.0,-10.720987972282956
2024-03-24,cochabamba,Cochabamba,Cochabamba,highland,1.437658505620529e-05,4.0,-11.149909712580076
2024-03-31,cochabamba,Cochabamba,Cochabamba,highland,1.818157070725677e-05,6.0,-10.915102075408118
2024-04-07,cochabamba,Cochabamba,Cochabamba,highland,1.961993989278962e-05,6.0,-10.838964167400066
2024-04-14,cochabamba,Cochabamba,Cochabamba,highland,3.346507484813435e-05,4.0,-10.305008204804746
2024-04-21,cochabamba,Cochabamba,Cochabamba,highland,2.217800129807169e-05,6.0,-10.716409692903552
2024-04-28,cochabamba,Cochabamba,Cochabamba,highland,3.4239313520673766e-05,7.0,-10.28213605593746
2024-05-05,cochabamba,Cochabamba,Cochabamba,highland,2.9872174594844527e-05,6.0,-10.41858312641617
2024-05-12,cochabamba,Cochabamba,Cochabamba,highland,4.650738436819303e-05,6.0,-9.975899454361869
2024-05-19,cochabamba,Cochabamba,Cochabamba,highland,2.5553009156154842e-05,6.0,-10.574755473057543
2024-05-26,cochabamba,Cochabamba,Cochabamba,highland,3.6292598678276744e-05,7.0,-10.223896730642926
2024-06-02,cochabamba,Cochabamba,Cochabamba,highland,5.7066222601811e-05,7.0,-9.771298164465339
2024-06-09,cochabamba,Cochabamba,Cochabamba,highland,5.464281887222834e-05,7.0,-9.814692754130762
2024-06-16,cochabamba,Cochabamba,Cochabamba,highland,5.1141260508371524e-05,7.0,-9.880918940216267
2024-06-23,cochabamba,Cochabamba,Cochabamba,highland,3.9325538880070965e-05,7.0,-10.143636405869804
2024-06-30,cochabamba,Cochabamba,Cochabamba,highland,5.120000529946232e-05,7.0,-9.879770922413694
2024-07-07,cochabamba,Cochabamba,Cochabamba,highland,5.451385463370213e-05,7.0,-9.817055675139418
2024-07-14,cochabamba,Cochabamba,Cochabamba,highland,3.6853975606913454e-05,7.0,-10.208547058936194
2024-07-21,cochabamba,Cochabamba,Cochabamba,highland,5.563891851263023e-05,7.0,-9.796627628326007
2024-07-28,cochabamba,Cochabamba,Cochabamba,highland,4.526679907390197e-05,7.0,-10.002936706462686
2024-08-04,cochabamba,Cochabamba,Cochabamba,highland,3.935892475017535e-05,7.0,-10.142787804492414
2024-08-11,cochabamba,Cochabamba,Cochabamba,highland,4.78464609234572e-05,7.0,-9.947513404692849
2024-08-18,cochabamba,Cochabamba,Cochabamba,highland,5.928702568159884e-05,7.0,-9.733120067102949
2024-08-25,cochabamba,Cochabamba,Cochabamba,highland,4.2159774628033e-05,7.0,-10.074043999380347
2024-09-01,cochabamba,Cochabamba,Cochabamba,highland,5.212225873457989e-05,6.0,-9.86191846945211
2024-09-08,cochabamba,Cochabamba,Cochabamba,highland,4.173340636648514e-05,7.0,-10.084208637972267
2024-09-15,cochabamba,Cochabamba,Cochabamba,highland,4.677881816068768e-05,7.0,-9.970080060900619
2024-09-22,cochabamba,Cochabamba,Cochabamba,highland,3.891666286898318e-05,7.0,-10.154088047668397
2024-09-29,cochabamba,Cochabamba,Cochabamba,highland,3.1424656251254174e-05,7.0,-10.36791774225092
2024-10-06,cochabamba,Cochabamba,Cochabamba,highland,3.866830272969886e-05,6.0,-10.160490344446174
2024-10-13,cochabamba,Cochabamba,Cochabamba,highland,1.61770167915157e-05,4.0,-11.031919039630257
2024-10-20,cochabamba,Cochabamba,Cochabamba,highland,3.856075853840738e-05,4.0,-10.163275416776218
2024-10-27,cochabamba,Cochabamba,Cochabamba,highland,2.2574918297422333e-05,6.0,-10.698671077829575
2024-11-03,cochabamba,Cochabamba,Cochabamba,highland,2.9814937344227935e-05,6.0,-10.420501036876304
2024-11-10,cochabamba,Cochabamba,Cochabamba,highland,2.198102672349183e-05,7.0,-10.725330898364932
2024-11-17,cochabamba,Cochabamba,Cochabamba,highland,1.5205472259883019e-05,7.0,-11.093855177805082
2024-11-24,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2024-12-01,cochabamba,Cochabamba,Cochabamba,highland,2.0203227056745895e-05,6.0,-10.80966821103218
2024-12-08,cochabamba,Cochabamba,Cochabamba,highland,1.8535905193226396e-05,4.0,-10.895800885584741
2024-12-15,cochabamba,Cochabamba,Cochabamba,highland,1.5925119983298112e-05,5.0,-11.047612822261392
2024-12-22,cochabamba,Cochabamba,Cochabamba,highland,2.287887576169049e-05,4.0,-10.685296528949655
2024-12-29,cochabamba,Cochabamba,Cochabamba,highland,2.7579820217971943e-05,6.0,-10.49842620418556
2025-01-05,cochabamba,Cochabamba,Cochabamba,highland,1.656177319874741e-05,5.0,-11.00841333752047
2025-01-12,cochabamba,Cochabamba,Cochabamba,highland,2.175804480985505e-05,3.0,-10.735526992501788
2025-01-19,cochabamba,Cochabamba,Cochabamba,highland,2.2508044227809368e-05,4.0,-10.701637791413416
2025-01-26,cochabamba,Cochabamba,Cochabamba,highland,2.314330867877011e-05,4.0,-10.673804861166483
2025-02-02,cochabamba,Cochabamba,Cochabamba,highland,2.1534312791948834e-05,5.0,-10.745862951184051
2025-02-09,cochabamba,Cochabamba,Cochabamba,highland,1.611861554779855e-05,5.0,-11.035535708705648
2025-02-16,cochabamba,Cochabamba,Cochabamba,highland,1.1070069448855465e-05,5.0,-11.411265537654062
2025-02-23,cochabamba,Cochabamba,Cochabamba,highland,1.8592102265943165e-05,4.0,-10.892773676775093
2025-03-02,cochabamba,Cochabamba,Cochabamba,highland,1.2991582260434374e-05,5.0,-11.25120892866146
2025-03-09,cochabamba,Cochabamba,Cochabamba,highland,1.2183483347446467e-05,4.0,-11.3154293474525
2025-03-16,cochabamba,Cochabamba,Cochabamba,highland,1.2908220350971232e-05,3.0,-11.257646213036221
2025-03-23,cochabamba,Cochabamba,Cochabamba,highland,2.4303352235018406e-05,5.0,-10.624896265073911
2025-03-30,cochabamba,Cochabamba,Cochabamba,highland,8.05194222979744e-06,5.0,-11.729597224852625
2025-04-06,cochabamba,Cochabamba,Cochabamba,highland,1.3403462750362157e-05,6.0,-11.219997470184477
2025-04-13,cochabamba,Cochabamba,Cochabamba,highland,2.295730822385457e-05,6.0,-10.681874231022773
2025-04-20,cochabamba,Cochabamba,Cochabamba,highland,2.2399601153576815e-05,6.0,-10.706467404905695
2025-04-27,cochabamba,Cochabamba,Cochabamba,highland,3.211529382099145e-05,5.0,-10.346178198269703
2025-05-04,cochabamba,Cochabamba,Cochabamba,highland,2.4025144417369354e-05,6.0,-10.636409591997188
2025-05-11,cochabamba,Cochabamba,Cochabamba,highland,2.1528954468613715e-05,6.0,-10.746111809373579
2025-05-18,cochabamba,Cochabamba,Cochabamba,highland,4.096100280318029e-05,7.0,-10.102890095033194
2025-05-25,cochabamba,Cochabamba,Cochabamba,highland,3.7581842996124686e-05,7.0,-10.188989523240952
2025-06-01,cochabamba,Cochabamba,Cochabamba,highland,4.557760932741002e-05,6.0,-9.99609398555717
2025-06-08,cochabamba,Cochabamba,Cochabamba,highland,3.3538142640121296e-05,7.0,-10.302827180558733
2025-06-15,cochabamba,Cochabamba,Cochabamba,highland,3.493679641302478e-05,6.0,-10.261969945698254
2025-06-22,cochabamba,Cochabamba,Cochabamba,highland,3.133364403500817e-05,7.0,-10.370818148400645
2025-06-29,cochabamba,Cochabamba,Cochabamba,highland,3.4193429519930666e-05,7.0,-10.283477051653264
2025-07-06,cochabamba,Cochabamba,Cochabamba,highland,5.066343942795389e-05,7.0,-9.890306023315661
2025-07-13,cochabamba,Cochabamba,Cochabamba,highland,5.750496107050677e-05,7.0,-9.763639334395757
2025-07-20,cochabamba,Cochabamba,Cochabamba,highland,3.759189661765402e-05,7.0,-10.18872204628315
2025-07-27,cochabamba,Cochabamba,Cochabamba,highland,4.3221278112537996e-05,7.0,-10.04917763507526
2025-08-03,cochabamba,Cochabamba,Cochabamba,highland,3.7567527405331276e-05,7.0,-10.189370513551054
2025-08-10,cochabamba,Cochabamba,Cochabamba,highland,4.331765376107768e-05,7.0,-10.046950297938167
2025-08-17,cochabamba,Cochabamba,Cochabamba,highland,5.6610894780544365e-05,7.0,-9.779309103989668
2025-08-24,cochabamba,Cochabamba,Cochabamba,highland,3.769512249344468e-05,5.0,-10.18597984871192
2025-08-31,cochabamba,Cochabamba,Cochabamba,highland,3.581689546489314e-05,7.0,-10.237090835526303
2025-09-07,cochabamba,Cochabamba,Cochabamba,highland,2.461622890788875e-05,7.0,-10.612104620837268
2025-09-14,cochabamba,Cochabamba,Cochabamba,highland,4.283567895531039e-05,7.0,-10.058139182193894
2025-09-21,cochabamba,Cochabamba,Cochabamba,highland,3.342528260430977e-05,7.0,-10.306197980133632
2025-09-28,cochabamba,Cochabamba,Cochabamba,highland,2.6684806808315334e-05,6.0,-10.531416187915447
2025-10-05,cochabamba,Cochabamba,Cochabamba,highland,4.0347885132756015e-05,5.0,-10.117971577688694
2025-10-12,cochabamba,Cochabamba,Cochabamba,highland,3.1179499077679134e-05,5.0,-10.375749759964686
2025-10-19,cochabamba,Cochabamba,Cochabamba,highland,1.9909202933292812e-05,5.0,-10.824328474175577
2025-10-26,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2025-11-02,cochabamba,Cochabamba,Cochabamba,highland,,0.0,
2025-11-09,cochabamba,Cochabamba,Cochabamba,highland,1.982311427182327e-05,5.0,-10.828661913664872
2025-11-16,cochabamba,Cochabamba,Cochabamba,highland,1.634384212076294e-05,6.0,-11.021659360262928
2025-11-23,cochabamba,Cochabamba,Cochabamba,highland,2.218840932706625e-05,4.0,-10.715940507813352
2025-11-30,cochabamba,Cochabamba,Cochabamba,highland,1.0313449820004266e-05,5.0,-11.482061706786777
2025-12-07,cochabamba,Cochabamba,Cochabamba,highland,1.8274822019726506e-05,4.0,-10.90998629137851
2025-12-14,cochabamba,Cochabamba,Cochabamba,highland,2.343872133856257e-05,6.0,-10.66112114514601
2025-12-21,cochabamba,Cochabamba,Cochabamba,highland,1.7745986919770578e-05,5.0,-10.939351156631837
2025-12-28,cochabamba,Cochabamba,Cochabamba,highland,,2.0,
2026-01-04,cochabamba,Cochabamba,Cochabamba,highland,1.2657842965912384e-05,3.0,-11.277233537604342
2026-01-11,cochabamba,Cochabamba,Cochabamba,highland,1.9425607901424573e-05,6.0,-10.848918367403604
2026-01-18,cochabamba,Cochabamba,Cochabamba,highland,1.3940239016949398e-05,4.0,-11.180731006656265
2026-01-25,cochabamba,Cochabamba,Cochabamba,highland,2.303483485522885e-05,5.0,-10.678502928899734
2026-02-01,cochabamba,Cochabamba,Cochabamba,highland,1.4589710705151785e-05,5.0,-11.13519402392282
2026-02-08,cochabamba,Cochabamba,Cochabamba,highland,1.9216778304149818e-05,6.0,-10.859726790524833
2026-02-15,cochabamba,Cochabamba,Cochabamba,highland,1.848472802746164e-05,5.0,-10.898565678831787
2026-02-22,cochabamba,Cochabamba,Cochabamba,highland,1.862977376605869e-05,4.0,-10.890749516953298
2026-03-01,cochabamba,Cochabamba,Cochabamba,highland,1.6140628820970844e-05,5.0,-11.034170935474293
2026-03-08,cochabamba,Cochabamba,Cochabamba,highland,2.750954614422335e-05,5.0,-10.500977481011088
2026-03-15,cochabamba,Cochabamba,Cochabamba,highland,2.1919425292006142e-05,5.0,-10.728137314658545
2026-03-22,cochabamba,Cochabamba,Cochabamba,highland,2.966707994634793e-05,5.0,-10.425472546221503
2026-03-29,cochabamba,Cochabamba,Cochabamba,highland,3.2771799406817233e-05,3.0,-10.325942186574387
2026-04-05,cochabamba,Cochabamba,Cochabamba,highland,2.3270646614496416e-05,6.0,-10.668317793563151
2026-04-12,cochabamba,Cochabamba,Cochabamba,highland,1.9283260292921614e-05,6.0,-10.856273180748103
2026-04-19,cochabamba,Cochabamba,Cochabamba,highland,2.119214901134898e-05,5.0,-10.761879774528618
2026-04-26,cochabamba,Cochabamba,Cochabamba,highland,2.3080074087912172e-05,6.0,-10.676540906281339
2026-05-03,cochabamba,Cochabamba,Cochabamba,highland,1.8929862517429452e-05,6.0,-10.874769855451431
2026-05-10,cochabamba,Cochabamba,Cochabamba,highland,3.1887302891989005e-05,7.0,-10.353302655872124
2018-07-01,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,1.0,
2018-07-08,la_paz_el_alto,La Paz–El Alto,La Paz,highland,3.385468305072598e-05,6.0,-10.29343322103398
2018-07-15,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.744964456137721e-05,4.0,-10.956191278498807
2018-07-22,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.0194410959038124e-05,5.0,-11.493670933043218
2018-07-29,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.320347198386242e-05,7.0,-11.235030733877547
2018-08-05,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.8089920370359277e-05,3.0,-10.92015566042639
2018-08-12,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.847652882437713e-05,6.0,-10.899009343572512
2018-08-19,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.9526378063512102e-05,7.0,-10.843744285291896
2018-08-26,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.685594636392737e-05,6.0,-10.525023295461331
2018-09-02,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.216909314835732e-05,5.0,-10.71681143962204
2018-09-09,la_paz_el_alto,La Paz–El Alto,La Paz,highland,3.1020936492647296e-05,7.0,-10.380848210708749
2018-09-16,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.3446608221420737e-05,7.0,-10.660784712278563
2018-09-23,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.866780328402554e-05,7.0,-10.888710267535314
2018-09-30,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.6928028171002255e-05,6.0,-10.986539838123758
2018-10-07,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.0236491311422168e-05,5.0,-11.489551642438178
2018-10-14,la_paz_el_alto,La Paz–El Alto,La Paz,highland,9.244334378388425e-06,5.0,-11.591499693728155
2018-10-21,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.4765725335646273e-05,4.0,-11.12320191863492
2018-10-28,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.7038377915545275e-05,5.0,-10.980042233843912
2018-11-04,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2018-11-11,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.456418427668185e-06,6.0,-11.680584827689145
2018-11-18,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.8077095105984415e-06,3.0,-11.897454836434557
2018-11-25,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.2771775051262704e-05,6.0,-11.268272895914611
2018-12-02,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2018-12-09,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.4199976448079915e-05,6.0,-11.162270251944356
2018-12-16,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.788012928930171e-06,5.0,-11.900352305919657
2018-12-23,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,0.0,
2018-12-30,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2019-01-06,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.9619079738057505e-06,3.0,-11.875056987018358
2019-01-13,la_paz_el_alto,La Paz–El Alto,La Paz,highland,9.735390659027011e-06,4.0,-11.539742790615326
2019-01-20,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.0642229811445712e-05,4.0,-11.45068052726234
2019-01-27,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.0223384102990376e-05,6.0,-11.49083290246146
2019-02-03,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2019-02-10,la_paz_el_alto,La Paz–El Alto,La Paz,highland,4.443819295863489e-06,6.0,-12.323996349510598
2019-02-17,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2019-02-24,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.1196492921827429e-05,5.0,-11.399909960678974
2019-03-03,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.0288779676620685e-06,3.0,-12.200313666795237
2019-03-10,la_paz_el_alto,La Paz–El Alto,La Paz,highland,9.900500698339408e-06,7.0,-11.522925226512793
2019-03-17,la_paz_el_alto,La Paz–El Alto,La Paz,highland,7.988799279466855e-06,3.0,-11.737470087392984
2019-03-24,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.162856640656608e-06,4.0,-11.715916371739604
2019-03-31,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.161096095167974e-06,6.0,-11.997255858720582
2019-04-07,la_paz_el_alto,La Paz–El Alto,La Paz,highland,9.771801299557267e-06,5.0,-11.53600973842704
2019-04-14,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.118462070032914e-05,7.0,-11.40097087505636
2019-04-21,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.60128539819795e-06,6.0,-11.928246170591915
2019-04-28,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.3377200621038797e-05,6.0,-11.221958746302061
2019-05-05,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.2806203207522573e-05,7.0,-11.265580878844055
2019-05-12,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.0418575548741491e-05,6.0,-11.471920234559512
2019-05-19,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.2546291385909847e-05,6.0,-10.699939967363095
2019-05-26,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.2312544234340477e-05,7.0,-11.30489195883573
2019-06-02,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.518720616591966e-05,7.0,-11.095057184150605
2019-06-09,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.6827545867451164e-05,7.0,-10.526081367428906
2019-06-16,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.213564753659382e-05,5.0,-10.71832123823951
2019-06-23,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.168243997803141e-05,7.0,-10.739007842613404
2019-06-30,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.68727687540572e-05,7.0,-10.989809551929573
2019-07-07,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.4332316938153277e-05,7.0,-10.623705176021303
2019-07-14,la_paz_el_alto,La Paz–El Alto,La Paz,highland,3.279197519006373e-05,7.0,-10.325326731347554
2019-07-21,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.4273357249891611e-05,6.0,-11.157115887860975
2019-07-28,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.1130202565775473e-05,6.0,-10.76480713973884
2019-08-04,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.843245455224152e-05,7.0,-10.46797929933307
2019-08-11,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.4731856025848338e-05,6.0,-10.60741842765606
2019-08-18,la_paz_el_alto,La Paz–El Alto,La Paz,highland,3.748395007845859e-05,7.0,-10.191597714512927
2019-08-25,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.8304779699021302e-05,7.0,-10.472479873617711
2019-09-01,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.124423399150376e-05,7.0,-10.759425040989928
2019-09-08,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.4998725076460891e-05,3.0,-11.107545355376942
2019-09-15,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.823085234785833e-05,5.0,-10.912395215135847
2019-09-22,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.1685453997767186e-05,6.0,-10.7388688448681
2019-09-29,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.2239682189145385e-05,7.0,-10.713632378740408
2019-10-06,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.5487333034465866e-05,5.0,-11.075488091731152
2019-10-13,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.2929591259781188e-05,7.0,-11.2559919774527
2019-10-20,la_paz_el_alto,La Paz–El Alto,La Paz,highland,7.793615148575878e-06,6.0,-11.762205730176062
2019-10-27,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.526572741204268e-05,7.0,-11.089900280633522
2019-11-03,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.094927822916585e-06,7.0,-12.008053637116483
2019-11-10,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.679382408255897e-06,4.0,-12.078668062083715
2019-11-17,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.216264702137477e-06,4.0,-12.163728986518386
2019-11-24,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.013200424486178e-06,6.0,-13.115784851192759
2019-12-01,la_paz_el_alto,La Paz–El Alto,La Paz,highland,7.221787578977995e-06,6.0,-11.838408048588105
2019-12-08,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,1.0,
2019-12-15,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.718978477864326e-06,5.0,-11.650008473939543
2019-12-22,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2019-12-29,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.3553847010707766e-06,5.0,-12.958806488817434
2020-01-05,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.741386574501573e-06,5.0,-12.067809813302548
2020-01-12,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.129859816519203e-05,5.0,-11.39083189611928
2020-01-19,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.842191653171916e-06,5.0,-11.892402460522025
2020-01-26,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.1353016586716292e-05,4.0,-11.386027070784417
2020-02-02,la_paz_el_alto,La Paz–El Alto,La Paz,highland,,2.0,
2020-02-09,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.6024551811683116e-05,4.0,-11.04138852361835
2020-02-16,la_paz_el_alto,La Paz–El Alto,La Paz,highland,4.259876326719146e-06,3.0,-12.366270429390996
2020-02-23,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.177773687172756e-06,4.0,-11.714090609775642
2020-03-01,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.812478814641488e-06,3.0,-11.63934179384109
2020-03-08,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.261633858481146e-05,7.0,-11.280517870932886
2020-03-15,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.455553917402665e-06,5.0,-11.680687064169744
2020-03-22,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.39741266767148e-06,3.0,-11.687586915314997
2020-03-29,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.552145873007944e-06,6.0,-12.101326061148162
2020-04-05,la_paz_el_alto,La Paz–El Alto,La Paz,highland,4.921673898042101e-06,4.0,-12.22186186214355
2020-04-12,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.880408210028367e-06,6.0,-11.886832574926185
2020-04-19,la_paz_el_alto,La Paz–El Alto,La Paz,highland,7.486021375443681e-06,5.0,-11.802473093096896
2020-04-26,la_paz_el_alto,La Paz–El Alto,La Paz,highland,5.672169467609934e-06,5.0,-12.079938891252375
2020-05-03,la_paz_el_alto,La Paz–El Alto,La Paz,highland,4.833677454891425e-06,6.0,-12.239903002176538
2020-05-10,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.479564391420377e-06,5.0,-11.946857273405932
2020-05-17,la_paz_el_alto,La Paz–El Alto,La Paz,highland,8.323179517869047e-06,7.0,-11.696466222543211
2020-05-24,la_paz_el_alto,La Paz–El Alto,La Paz,highland,7.860701502429385e-06,7.0,-11.753634705832724
2020-05-31,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.4118897884693546e-05,7.0,-11.167996382437469
2020-06-07,la_paz_el_alto,La Paz–El Alto,La Paz,highland,6.920310200250949e-06,7.0,-11.881049962713519
2020-06-14,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.968479633004456e-05,7.0,-10.835663980076527
2020-06-21,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.056237772676388e-05,7.0,-10.792047475875142
2020-06-28,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.2018437241193619e-05,7.0,-11.329068650521508
2020-07-05,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.0181259448462055e-05,7.0,-10.810756134259716
2020-07-12,la_paz_el_alto,La Paz–El Alto,La Paz,highland,1.6343481962129758e-05,7.0,-11.021681396856213
2020-07-19,la_paz_el_alto,La Paz–El Alto,La Paz,highland,2.0118001849599137e-05,6.0,-10.813895529314607
