date,roi,no2_tropos_col_mol_m2,n_valid_days,n_native_pixels,sd,sensor
2026-01-01,sucre,1.043177272538033e-05,440,4,,TROPOMI
2026-02-01,sucre,1.1267089205533626e-05,394,4,,TROPOMI
2026-03-01,sucre,8.328584961067336e-06,439,4,,TROPOMI
2026-04-01,sucre,7.601793134157951e-06,227,4,,TROPOMI
2018-07-01,oruro,6.192971338359651e-06,426,4,,TROPOMI
2018-08-01,oruro,1.0941691105288009e-05,421,4,,TROPOMI
2018-09-01,oruro,1.0039790427659562e-05,414,4,,TROPOMI
2018-10-01,oruro,1.0916360448724264e-05,427,4,,TROPOMI
2018-11-01,oruro,1.0602815007684241e-05,425,4,,TROPOMI
2018-12-01,oruro,8.389344416918007e-06,426,4,,TROPOMI
2019-01-01,oruro,8.520585438228103e-06,440,4,,TROPOMI
2019-02-01,oruro,8.089131924460315e-06,396,4,,TROPOMI
2019-03-01,oruro,7.254031366646674e-06,440,4,,TROPOMI
2019-04-01,oruro,6.811321626337296e-06,417,4,,TROPOMI
2019-05-01,oruro,5.701160904540143e-06,440,4,,TROPOMI
2019-06-01,oruro,8.152454125461835e-06,425,4,,TROPOMI
2019-07-01,oruro,8.99718561141669e-06,437,4,,TROPOMI
2019-08-01,oruro,1.2391267614737572e-05,440,4,,TROPOMI
2019-09-01,oruro,1.2674054741867309e-05,425,4,,TROPOMI
2019-10-01,oruro,6.2755115287373665e-06,439,4,,TROPOMI
2019-11-01,oruro,5.544760147321889e-06,424,4,,TROPOMI
2019-12-01,oruro,7.5905715904932394e-06,440,4,,TROPOMI
2020-01-01,oruro,1.0093078054845564e-05,439,4,,TROPOMI
2020-02-01,oruro,6.097820545237442e-06,407,4,,TROPOMI
2020-03-01,oruro,5.540792351090681e-06,440,4,,TROPOMI
2020-04-01,oruro,4.362839030109429e-06,425,4,,TROPOMI
2020-05-01,oruro,3.274138541549525e-06,438,4,,TROPOMI
2020-06-01,oruro,4.640048095323474e-06,425,4,,TROPOMI
2020-07-01,oruro,9.065342205764773e-06,439,4,,TROPOMI
2020-08-01,oruro,9.162379458536266e-06,437,4,,TROPOMI
2020-09-01,oruro,1.4657500359400723e-05,425,4,,TROPOMI
2020-10-01,oruro,6.890606970098488e-06,440,4,,TROPOMI
2020-11-01,oruro,3.4737418852945854e-06,425,4,,TROPOMI
2020-12-01,oruro,3.377103785184828e-06,438,4,,TROPOMI
2021-01-01,oruro,8.761608774312874e-06,437,4,,TROPOMI
2021-02-01,oruro,7.930768611494456e-06,397,4,,TROPOMI
2021-03-01,oruro,7.486447865167086e-06,440,4,,TROPOMI
2021-04-01,oruro,6.273591659489671e-06,424,4,,TROPOMI
2021-05-01,oruro,6.042695161300651e-06,437,4,,TROPOMI
2021-06-01,oruro,6.1080163836143975e-06,425,4,,TROPOMI
2021-07-01,oruro,8.799418501750195e-06,440,4,,TROPOMI
2021-08-01,oruro,9.038155910816274e-06,440,4,,TROPOMI
2021-09-01,oruro,1.1618958774059738e-05,426,4,,TROPOMI
2021-10-01,oruro,5.369839960991214e-06,438,4,,TROPOMI
2021-11-01,oruro,5.38465004591394e-06,426,4,,TROPOMI
2021-12-01,oruro,9.69284174435615e-06,438,4,,TROPOMI
2022-01-01,oruro,6.786217841425489e-06,433,4,,TROPOMI
2022-02-01,oruro,6.5504151123757216e-06,394,4,,TROPOMI
2022-03-01,oruro,5.753639333435318e-06,440,4,,TROPOMI
2022-04-01,oruro,4.52901764678787e-06,424,4,,TROPOMI
2022-05-01,oruro,6.5693517439900715e-06,426,4,,TROPOMI
2022-06-01,oruro,6.9154384867880955e-06,426,4,,TROPOMI
2022-07-01,oruro,9.393674106231987e-06,439,4,,TROPOMI
2022-08-01,oruro,1.0814864221382535e-05,440,4,,TROPOMI
2022-09-01,oruro,9.105169737444455e-06,426,4,,TROPOMI
2022-10-01,oruro,7.310317278472519e-06,440,4,,TROPOMI
2022-11-01,oruro,6.758491975053247e-06,425,4,,TROPOMI
2022-12-01,oruro,7.651205469693299e-06,439,4,,TROPOMI
2023-01-01,oruro,8.143930853775769e-06,440,4,,TROPOMI
2023-02-01,oruro,7.248070946336238e-06,397,4,,TROPOMI
2023-03-01,oruro,6.022367491748447e-06,440,4,,TROPOMI
2023-04-01,oruro,7.1861649245686904e-06,426,4,,TROPOMI
2023-05-01,oruro,1.075406876281468e-05,401,4,,TROPOMI
2023-06-01,oruro,1.2562086902674902e-05,392,4,,TROPOMI
2023-07-01,oruro,1.2769443052317794e-05,414,4,,TROPOMI
2023-08-01,oruro,1.2208353333370226e-05,439,4,,TROPOMI
2023-09-01,oruro,1.2538877538878781e-05,425,4,,TROPOMI
2023-10-01,oruro,6.460372371300586e-06,440,4,,TROPOMI
2023-11-01,oruro,6.257386562599834e-06,425,4,,TROPOMI
2023-12-01,oruro,5.905020922491007e-06,438,4,,TROPOMI
2024-01-01,oruro,6.8441275583040125e-06,432,4,,TROPOMI
2024-02-01,oruro,6.549401707883573e-06,407,4,,TROPOMI
2024-03-01,oruro,3.6936544936339375e-06,433,4,,TROPOMI
2024-04-01,oruro,7.619579238682607e-06,425,4,,TROPOMI
2024-05-01,oruro,7.695971932194529e-06,439,4,,TROPOMI
2024-06-01,oruro,1.0489338415326275e-05,426,4,,TROPOMI
2024-07-01,oruro,9.755662840030145e-06,438,4,,TROPOMI
2024-08-01,oruro,1.0858762957904679e-05,436,4,,TROPOMI
2024-09-01,oruro,9.357269375787691e-06,424,4,,TROPOMI
2024-10-01,oruro,1.014186960719297e-05,440,4,,TROPOMI
2024-11-01,oruro,9.888174365848594e-06,426,4,,TROPOMI
2024-12-01,oruro,8.92790435472205e-06,438,4,,TROPOMI
2025-01-01,oruro,7.811909544277322e-06,440,4,,TROPOMI
2025-02-01,oruro,7.76789958563385e-06,397,4,,TROPOMI
2025-03-01,oruro,5.688306388694651e-06,439,4,,TROPOMI
2025-04-01,oruro,7.935962638929333e-06,426,4,,TROPOMI
2025-05-01,oruro,1.0800846892758123e-05,438,4,,TROPOMI
2025-06-01,oruro,5.6278784778754125e-06,426,4,,TROPOMI
2025-07-01,oruro,1.2137718885868642e-05,440,4,,TROPOMI
2025-08-01,oruro,9.662228519020469e-06,439,4,,TROPOMI
2025-09-01,oruro,1.106441586626239e-05,422,4,,TROPOMI
2025-10-01,oruro,1.0218489103152137e-05,338,4,,TROPOMI
2025-11-01,oruro,8.63044805769297e-06,386,4,,TROPOMI
2025-12-01,oruro,1.3990356068987163e-05,440,4,,TROPOMI
2026-01-01,oruro,9.0941308925361e-06,440,4,,TROPOMI
2026-02-01,oruro,7.044244271203555e-06,394,4,,TROPOMI
2026-03-01,oruro,9.772498376291784e-06,439,4,,TROPOMI
2026-04-01,oruro,7.573848769656831e-06,227,4,,TROPOMI
2018-07-01,potosi,5.397828434869555e-06,426,2,,TROPOMI
2018-08-01,potosi,1.0612172732254325e-05,421,2,,TROPOMI
2018-09-01,potosi,1.1186030246895736e-05,414,2,,TROPOMI
2018-10-01,potosi,6.869446017732881e-06,427,2,,TROPOMI
2018-11-01,potosi,7.727582291940237e-06,425,2,,TROPOMI
2018-12-01,potosi,7.96878636471609e-06,426,2,,TROPOMI
2019-01-01,potosi,5.612667951049627e-06,440,2,,TROPOMI
2019-02-01,potosi,7.600233305585156e-06,396,2,,TROPOMI
2019-03-01,potosi,6.593042856247485e-06,440,2,,TROPOMI
2019-04-01,potosi,6.986136867300653e-06,417,2,,TROPOMI
2019-05-01,potosi,7.665735251495101e-06,440,2,,TROPOMI
2019-06-01,potosi,8.180177998530342e-06,425,2,,TROPOMI
2019-07-01,potosi,1.0747463452016734e-05,437,2,,TROPOMI
2019-08-01,potosi,1.5435626329868365e-05,440,2,,TROPOMI
2019-09-01,potosi,1.4127637666912499e-05,425,2,,TROPOMI
2019-10-01,potosi,8.277948841238848e-06,439,2,,TROPOMI
2019-11-01,potosi,4.810282252004884e-06,424,2,,TROPOMI
2019-12-01,potosi,6.124759652047422e-06,440,2,,TROPOMI
2020-01-01,potosi,1.127673423343737e-05,439,2,,TROPOMI
2020-02-01,potosi,8.671555718524163e-06,407,2,,TROPOMI
2020-03-01,potosi,6.002300196226788e-06,440,2,,TROPOMI
2020-04-01,potosi,3.9202427778524275e-06,425,2,,TROPOMI
2020-05-01,potosi,3.673333781019571e-06,438,2,,TROPOMI
2020-06-01,potosi,4.9600570510219215e-06,425,2,,TROPOMI
2020-07-01,potosi,6.93439957070427e-06,439,2,,TROPOMI
2020-08-01,potosi,1.0438517551706204e-05,437,2,,TROPOMI
2020-09-01,potosi,1.2173456043491468e-05,425,2,,TROPOMI
2020-10-01,potosi,8.375239683575669e-06,440,2,,TROPOMI
2020-11-01,potosi,6.8925252593629315e-06,425,2,,TROPOMI
2020-12-01,potosi,5.712579721113195e-06,438,2,,TROPOMI
2021-01-01,potosi,4.768404334182504e-06,437,2,,TROPOMI
2021-02-01,potosi,9.219074671678659e-06,397,2,,TROPOMI
2021-03-01,potosi,4.442590847305705e-06,440,2,,TROPOMI
2021-04-01,potosi,6.20534773556965e-06,424,2,,TROPOMI
2021-05-01,potosi,4.65810559293479e-06,437,2,,TROPOMI
2021-06-01,potosi,7.022971144898147e-06,425,2,,TROPOMI
2021-07-01,potosi,6.844304464911119e-06,440,2,,TROPOMI
2021-08-01,potosi,1.1989955637169129e-05,440,2,,TROPOMI
2021-09-01,potosi,1.2986696492117512e-05,426,2,,TROPOMI
2021-10-01,potosi,5.695402366787269e-06,438,2,,TROPOMI
2021-11-01,potosi,1.8608678433984627e-06,426,2,,TROPOMI
2021-12-01,potosi,9.692399389513562e-06,438,2,,TROPOMI
2022-01-01,potosi,1.3901717933189887e-06,433,2,,TROPOMI
2022-02-01,potosi,5.014475667976172e-06,394,2,,TROPOMI
2022-03-01,potosi,3.881218270755358e-06,440,2,,TROPOMI
2022-04-01,potosi,5.925853485345168e-06,424,2,,TROPOMI
2022-05-01,potosi,6.425646600067197e-06,426,2,,TROPOMI
2022-06-01,potosi,8.350182351690742e-06,426,2,,TROPOMI
2022-07-01,potosi,9.754539902783334e-06,439,2,,TROPOMI
2022-08-01,potosi,1.051533561166239e-05,440,2,,TROPOMI
2022-09-01,potosi,1.0426139902127345e-05,426,2,,TROPOMI
2022-10-01,potosi,8.275886239591788e-06,440,2,,TROPOMI
2022-11-01,potosi,7.010500875448195e-06,425,2,,TROPOMI
2022-12-01,potosi,5.045899528166675e-06,439,2,,TROPOMI
2023-01-01,potosi,7.546300916383377e-06,440,2,,TROPOMI
2023-02-01,potosi,7.525022311181292e-06,397,2,,TROPOMI
2023-03-01,potosi,4.8823371727929605e-06,440,2,,TROPOMI
2023-04-01,potosi,7.259019586695432e-06,426,2,,TROPOMI
2023-05-01,potosi,7.3700651523804344e-06,401,2,,TROPOMI
2023-06-01,potosi,1.0712579860705513e-05,392,2,,TROPOMI
2023-07-01,potosi,1.1999372565658149e-05,414,2,,TROPOMI
2023-08-01,potosi,1.0354033482217578e-05,439,2,,TROPOMI
2023-09-01,potosi,1.1287884798824388e-05,425,2,,TROPOMI
2023-10-01,potosi,8.428316647412998e-06,440,2,,TROPOMI
2023-11-01,potosi,1.3326530236204647e-06,425,2,,TROPOMI
2023-12-01,potosi,5.699427054739083e-06,438,2,,TROPOMI
2024-01-01,potosi,7.841957869203873e-06,432,2,,TROPOMI
2024-02-01,potosi,9.491473626443587e-06,407,2,,TROPOMI
2024-03-01,potosi,6.6748527398194426e-06,433,2,,TROPOMI
2024-04-01,potosi,1.0060168530385716e-05,425,2,,TROPOMI
2024-05-01,potosi,5.434091936456648e-06,439,2,,TROPOMI
2024-06-01,potosi,8.885356644692252e-06,426,2,,TROPOMI
2024-07-01,potosi,1.0597322414976252e-05,438,2,,TROPOMI
2024-08-01,potosi,1.0248030906211109e-05,436,2,,TROPOMI
2024-09-01,potosi,1.4427142982624739e-05,424,2,,TROPOMI
2024-10-01,potosi,9.950506085619251e-06,440,2,,TROPOMI
2024-11-01,potosi,4.4553869473384345e-06,426,2,,TROPOMI
2024-12-01,potosi,7.1587989444983615e-06,438,2,,TROPOMI
2025-01-01,potosi,1.0524320559977342e-05,440,2,,TROPOMI
2025-02-01,potosi,6.921075520968085e-06,397,2,,TROPOMI
2025-03-01,potosi,7.812998117456474e-06,439,2,,TROPOMI
2025-04-01,potosi,8.141890724925933e-06,426,2,,TROPOMI
2025-05-01,potosi,9.742099853156411e-06,438,2,,TROPOMI
2025-06-01,potosi,5.280393406783687e-06,426,2,,TROPOMI
2025-07-01,potosi,1.2703565431276263e-05,440,2,,TROPOMI
2025-08-01,potosi,8.15532000036871e-06,439,2,,TROPOMI
2025-09-01,potosi,1.126278733107025e-05,422,2,,TROPOMI
2025-10-01,potosi,7.364607750759853e-06,338,2,,TROPOMI
2025-11-01,potosi,7.540028795935249e-06,386,2,,TROPOMI
2025-12-01,potosi,1.0033906093065526e-05,440,2,,TROPOMI
2026-01-01,potosi,5.816143970123834e-06,440,2,,TROPOMI
2026-02-01,potosi,9.774734348236903e-06,394,2,,TROPOMI
2026-03-01,potosi,1.069023550032261e-05,439,2,,TROPOMI
2026-04-01,potosi,7.321662782108738e-06,227,2,,TROPOMI
2018-07-01,tarija,1.6890030556598077e-05,426,4,,TROPOMI
2018-08-01,tarija,1.87460084469211e-05,421,4,,TROPOMI
2018-09-01,tarija,1.7254503310046358e-05,414,4,,TROPOMI
2018-10-01,tarija,2.2242972223774785e-05,427,4,,TROPOMI
2018-11-01,tarija,1.1933718900290621e-05,425,4,,TROPOMI
2018-12-01,tarija,8.292021365342903e-06,426,4,,TROPOMI
2019-01-01,tarija,1.4720138559996348e-05,440,4,,TROPOMI
2019-02-01,tarija,1.0081809796301613e-05,396,4,,TROPOMI
2019-03-01,tarija,9.758127256724312e-06,440,4,,TROPOMI
2019-04-01,tarija,9.740898602454826e-06,417,4,,TROPOMI
2019-05-01,tarija,1.1913515372870132e-05,440,4,,TROPOMI
2019-06-01,tarija,1.4921638688759502e-05,425,4,,TROPOMI
2019-07-01,tarija,1.8523071925684154e-05,437,4,,TROPOMI
2019-08-01,tarija,1.976607454024805e-05,440,4,,TROPOMI
2019-09-01,tarija,1.89245425008008e-05,425,4,,TROPOMI
2019-10-01,tarija,1.1372383861589717e-05,439,4,,TROPOMI
2019-11-01,tarija,9.621583552422862e-06,424,4,,TROPOMI
2019-12-01,tarija,1.078317562989116e-05,440,4,,TROPOMI
2020-01-01,tarija,1.2723608712503973e-05,439,4,,TROPOMI
2020-02-01,tarija,1.2105990036029056e-05,407,4,,TROPOMI
2020-03-01,tarija,1.049628610737841e-05,440,4,,TROPOMI
2020-04-01,tarija,6.911680215395438e-06,425,4,,TROPOMI
2020-05-01,tarija,7.927504448376195e-06,438,4,,TROPOMI
2020-06-01,tarija,8.154710399426896e-06,425,4,,TROPOMI
2020-07-01,tarija,1.1363178983629144e-05,439,4,,TROPOMI
2020-08-01,tarija,1.615721667663684e-05,437,4,,TROPOMI
2020-09-01,tarija,1.8648351286612133e-05,425,4,,TROPOMI
2020-10-01,tarija,1.3398028014789168e-05,440,4,,TROPOMI
2020-11-01,tarija,1.3238702887225724e-05,425,4,,TROPOMI
2020-12-01,tarija,1.0992278555840751e-05,438,4,,TROPOMI
2021-01-01,tarija,8.591406428656634e-06,437,4,,TROPOMI
2021-02-01,tarija,1.0148836077136655e-05,397,4,,TROPOMI
2021-03-01,tarija,7.417907735406398e-06,440,4,,TROPOMI
2021-04-01,tarija,1.0607981745705784e-05,424,4,,TROPOMI
2021-05-01,tarija,1.2216053197694543e-05,437,4,,TROPOMI
2021-06-01,tarija,1.1445568464466592e-05,425,4,,TROPOMI
2021-07-01,tarija,1.3760897172374595e-05,440,4,,TROPOMI
2021-08-01,tarija,1.5158914569625576e-05,440,4,,TROPOMI
2021-09-01,tarija,1.963074806953835e-05,426,4,,TROPOMI
2021-10-01,tarija,8.704814137520808e-06,438,4,,TROPOMI
2021-11-01,tarija,9.191543314516988e-06,426,4,,TROPOMI
2021-12-01,tarija,7.45695660503349e-06,438,4,,TROPOMI
2022-01-01,tarija,7.790997069202174e-06,433,4,,TROPOMI
2022-02-01,tarija,1.0481966392081345e-05,394,4,,TROPOMI
2022-03-01,tarija,7.330271465900426e-06,440,4,,TROPOMI
2022-04-01,tarija,1.1457188300853284e-05,424,4,,TROPOMI
2022-05-01,tarija,1.3008584749779435e-05,426,4,,TROPOMI
2022-06-01,tarija,1.4163743629581094e-05,426,4,,TROPOMI
2022-07-01,tarija,1.714645832688964e-05,439,4,,TROPOMI
2022-08-01,tarija,1.7509349162841697e-05,440,4,,TROPOMI
2022-09-01,tarija,1.4698815525304042e-05,426,4,,TROPOMI
2022-10-01,tarija,1.489428498061756e-05,440,4,,TROPOMI
2022-11-01,tarija,1.3469181695379915e-05,425,4,,TROPOMI
2022-12-01,tarija,9.479533761233792e-06,439,4,,TROPOMI
2023-01-01,tarija,1.131260833274709e-05,440,4,,TROPOMI
2023-02-01,tarija,8.347404966386896e-06,397,4,,TROPOMI
2023-03-01,tarija,5.99676702725519e-06,440,4,,TROPOMI
2023-04-01,tarija,9.111856255778781e-06,426,4,,TROPOMI
2023-05-01,tarija,1.1762298074087606e-05,401,4,,TROPOMI
2023-06-01,tarija,1.5889941769779582e-05,392,4,,TROPOMI
2023-07-01,tarija,1.6924382550610336e-05,414,4,,TROPOMI
2023-08-01,tarija,1.6268858851488372e-05,439,4,,TROPOMI
2023-09-01,tarija,1.9082338040077485e-05,425,4,,TROPOMI
2023-10-01,tarija,1.8310884583981242e-05,440,4,,TROPOMI
2023-11-01,tarija,8.63879244618213e-06,425,4,,TROPOMI
2023-12-01,tarija,8.854387107401486e-06,438,4,,TROPOMI
2024-01-01,tarija,9.566707220638009e-06,432,4,,TROPOMI
2024-02-01,tarija,7.554390929655089e-06,407,4,,TROPOMI
2024-03-01,tarija,8.66975002376286e-06,433,4,,TROPOMI
2024-04-01,tarija,1.430610236215013e-05,425,4,,TROPOMI
2024-05-01,tarija,1.600258142401662e-05,439,4,,TROPOMI
2024-06-01,tarija,1.784519500837854e-05,426,4,,TROPOMI
2024-07-01,tarija,1.818482514874903e-05,438,4,,TROPOMI
2024-08-01,tarija,1.6862791129383045e-05,436,4,,TROPOMI
2024-09-01,tarija,2.1839022475665018e-05,424,4,,TROPOMI
2024-10-01,tarija,2.0218691753436886e-05,440,4,,TROPOMI
2024-11-01,tarija,1.2176107541316677e-05,426,4,,TROPOMI
2024-12-01,tarija,1.1060254414502226e-05,438,4,,TROPOMI
2025-01-01,tarija,8.740892397266166e-06,440,4,,TROPOMI
2025-02-01,tarija,9.099356727562509e-06,397,4,,TROPOMI
2025-03-01,tarija,6.893233204827822e-06,439,4,,TROPOMI
2025-04-01,tarija,1.2670706170558422e-05,426,4,,TROPOMI
2025-05-01,tarija,1.3617401833851717e-05,438,4,,TROPOMI
2025-06-01,tarija,9.137522937049146e-06,426,4,,TROPOMI
2025-07-01,tarija,1.837198021968412e-05,440,4,,TROPOMI
2025-08-01,tarija,1.5006341878409302e-05,439,4,,TROPOMI
2025-09-01,tarija,1.6880585182205062e-05,422,4,,TROPOMI
2025-10-01,tarija,1.427715922049409e-05,338,4,,TROPOMI
2025-11-01,tarija,1.1797924255829988e-05,386,4,,TROPOMI
2025-12-01,tarija,1.0983679653428995e-05,440,4,,TROPOMI
2026-01-01,tarija,1.0891916338597406e-05,440,4,,TROPOMI
2026-02-01,tarija,1.121170501673097e-05,394,4,,TROPOMI
2026-03-01,tarija,9.822201865044325e-06,439,4,,TROPOMI
2026-04-01,tarija,1.1447147613849382e-05,227,4,,TROPOMI
2018-07-01,trinidad,1.4987384694510483e-05,426,4,,TROPOMI
2018-08-01,trinidad,3.46256094959259e-05,421,4,,TROPOMI
2018-09-01,trinidad,3.683342709340034e-05,414,4,,TROPOMI
2018-10-01,trinidad,1.6509512207287134e-05,427,4,,TROPOMI
2018-11-01,trinidad,1.0200835213867237e-05,425,4,,TROPOMI
2018-12-01,trinidad,6.798908134569147e-06,426,4,,TROPOMI
2019-01-01,trinidad,9.577480160225336e-06,440,4,,TROPOMI
2019-02-01,trinidad,8.944304763870967e-06,396,4,,TROPOMI
2019-03-01,trinidad,5.611395236984094e-06,440,4,,TROPOMI
2019-04-01,trinidad,5.954448790219621e-06,417,4,,TROPOMI
2019-05-01,trinidad,8.140602306684357e-06,440,4,,TROPOMI
2019-06-01,trinidad,8.45361321571199e-06,425,4,,TROPOMI
2019-07-01,trinidad,1.3340991469661841e-05,437,4,,TROPOMI
2019-08-01,trinidad,2.3578075799678566e-05,440,4,,TROPOMI
2019-09-01,trinidad,3.907136807464326e-05,425,4,,TROPOMI
2019-10-01,trinidad,2.39665664030459e-05,439,4,,TROPOMI
2019-11-01,trinidad,1.0623596449055988e-05,424,4,,TROPOMI
2019-12-01,trinidad,6.88282641447986e-06,440,4,,TROPOMI
2020-01-01,trinidad,9.803867337004597e-06,439,4,,TROPOMI
2020-02-01,trinidad,8.240670268836513e-06,407,4,,TROPOMI
2020-03-01,trinidad,8.2255574251791e-06,440,4,,TROPOMI
2020-04-01,trinidad,6.296418512691544e-06,425,4,,TROPOMI
2020-05-01,trinidad,6.299754167265539e-06,438,4,,TROPOMI
2020-06-01,trinidad,8.830053158532115e-06,425,4,,TROPOMI
2020-07-01,trinidad,1.5848543524865016e-05,439,4,,TROPOMI
2020-08-01,trinidad,2.4885746403563342e-05,437,4,,TROPOMI
2020-09-01,trinidad,3.469036849528957e-05,425,4,,TROPOMI
2020-10-01,trinidad,1.526068041872831e-05,440,4,,TROPOMI
2020-11-01,trinidad,1.4846836280774539e-05,425,4,,TROPOMI
2020-12-01,trinidad,1.117096689614491e-05,438,4,,TROPOMI
2021-01-01,trinidad,1.2141146269510872e-05,437,4,,TROPOMI
2021-02-01,trinidad,1.1361090828979856e-05,397,4,,TROPOMI
2021-03-01,trinidad,7.2311953267126974e-06,440,4,,TROPOMI
2021-04-01,trinidad,7.662258489507033e-06,424,4,,TROPOMI
2021-05-01,trinidad,8.227237179594237e-06,437,4,,TROPOMI
2021-06-01,trinidad,1.1512588565773092e-05,425,4,,TROPOMI
2021-07-01,trinidad,2.1779082821560675e-05,440,4,,TROPOMI
2021-08-01,trinidad,3.929689692709228e-05,440,4,,TROPOMI
2021-09-01,trinidad,3.35474157867206e-05,426,4,,TROPOMI
2021-10-01,trinidad,2.871199716299647e-05,438,4,,TROPOMI
2021-11-01,trinidad,1.1933913769437214e-05,426,4,,TROPOMI
2021-12-01,trinidad,9.602359684357469e-06,438,4,,TROPOMI
2022-01-01,trinidad,9.755372257274675e-06,433,4,,TROPOMI
2022-02-01,trinidad,7.714948727192165e-06,394,4,,TROPOMI
2022-03-01,trinidad,9.335406191010514e-06,440,4,,TROPOMI
2022-04-01,trinidad,6.791861485618047e-06,424,4,,TROPOMI
2022-05-01,trinidad,8.14511874778199e-06,426,4,,TROPOMI
2022-06-01,trinidad,1.0750826954133133e-05,426,4,,TROPOMI
2022-07-01,trinidad,2.628508830955903e-05,439,4,,TROPOMI
2022-08-01,trinidad,3.4235017893079515e-05,440,4,,TROPOMI
2022-09-01,trinidad,5.5641917631696206e-05,426,4,,TROPOMI
2022-10-01,trinidad,2.2672946293461422e-05,440,4,,TROPOMI
2022-11-01,trinidad,1.4064595369187556e-05,425,4,,TROPOMI
2022-12-01,trinidad,9.11366581377367e-06,439,4,,TROPOMI
2023-01-01,trinidad,7.4307689702153005e-06,440,4,,TROPOMI
2023-02-01,trinidad,8.791836812135706e-06,397,4,,TROPOMI
2023-03-01,trinidad,6.897480792494885e-06,440,4,,TROPOMI
2023-04-01,trinidad,7.687055677286598e-06,426,4,,TROPOMI
2023-05-01,trinidad,6.627231571965479e-06,401,4,,TROPOMI
2023-06-01,trinidad,1.093060064162129e-05,392,4,,TROPOMI
2023-07-01,trinidad,1.8885629290339757e-05,414,4,,TROPOMI
2023-08-01,trinidad,3.0628204281681976e-05,439,4,,TROPOMI
2023-09-01,trinidad,4.758187326371313e-05,425,4,,TROPOMI
2023-10-01,trinidad,4.343910163823457e-05,440,4,,TROPOMI
2023-11-01,trinidad,1.9277223022512772e-05,425,4,,TROPOMI
2023-12-01,trinidad,9.358805185229729e-06,438,4,,TROPOMI
2024-01-01,trinidad,5.695063535072766e-06,432,4,,TROPOMI
2024-02-01,trinidad,9.481148188495286e-06,407,4,,TROPOMI
2024-03-01,trinidad,5.129946741143027e-06,433,4,,TROPOMI
2024-04-01,trinidad,8.038994423805887e-06,425,4,,TROPOMI
2024-05-01,trinidad,6.899450458505731e-06,439,4,,TROPOMI
2024-06-01,trinidad,9.551722942547846e-06,426,4,,TROPOMI
2024-07-01,trinidad,2.44029858751191e-05,438,4,,TROPOMI
2024-08-01,trinidad,4.0596677681112075e-05,436,4,,TROPOMI
2024-09-01,trinidad,5.908584804036859e-05,424,4,,TROPOMI
2024-10-01,trinidad,4.045720937682788e-05,440,4,,TROPOMI
2024-11-01,trinidad,1.064678245965823e-05,426,4,,TROPOMI
2024-12-01,trinidad,9.937378391583427e-06,438,4,,TROPOMI
2025-01-01,trinidad,5.281397027233071e-06,440,4,,TROPOMI
2025-02-01,trinidad,8.630205133306394e-06,397,4,,TROPOMI
2025-03-01,trinidad,7.197223622711648e-06,439,4,,TROPOMI
2025-04-01,trinidad,6.077682290327982e-06,426,4,,TROPOMI
2025-05-01,trinidad,8.762352062927182e-06,438,4,,TROPOMI
2025-06-01,trinidad,9.773062243785214e-06,426,4,,TROPOMI
2025-07-01,trinidad,1.397261756185781e-05,440,4,,TROPOMI
2025-08-01,trinidad,2.713083739458693e-05,439,4,,TROPOMI
2025-09-01,trinidad,3.214026240132418e-05,422,4,,TROPOMI
2025-10-01,trinidad,2.292378546901734e-05,338,4,,TROPOMI
2025-11-01,trinidad,6.226679478076346e-06,386,4,,TROPOMI
2025-12-01,trinidad,5.334255893109328e-06,440,4,,TROPOMI
2026-01-01,trinidad,9.082563895965828e-06,440,4,,TROPOMI
2026-02-01,trinidad,9.585838119374238e-06,394,4,,TROPOMI
2026-03-01,trinidad,6.67958998488693e-06,439,4,,TROPOMI
2026-04-01,trinidad,7.4001987487098534e-06,227,4,,TROPOMI
2018-07-01,cobija,1.2894537821999381e-05,426,1,,TROPOMI
2018-08-01,cobija,2.0950287401598242e-05,421,1,,TROPOMI
2018-09-01,cobija,1.8727111529689684e-05,414,1,,TROPOMI
2018-10-01,cobija,1.0370620353702854e-05,427,1,,TROPOMI
2018-11-01,cobija,4.943125139812622e-06,425,1,,TROPOMI
2018-12-01,cobija,4.767969649637272e-06,426,1,,TROPOMI
2019-01-01,cobija,8.201630775850702e-06,440,1,,TROPOMI
2019-02-01,cobija,7.416282907414992e-06,396,1,,TROPOMI
2019-03-01,cobija,8.64432752137849e-06,440,1,,TROPOMI
2019-04-01,cobija,6.542445525512807e-06,417,1,,TROPOMI
2019-05-01,cobija,4.821778108983972e-06,440,1,,TROPOMI
2019-06-01,cobija,7.121634818293545e-06,425,1,,TROPOMI
2019-07-01,cobija,7.725051186898595e-06,437,1,,TROPOMI
2019-08-01,cobija,2.1535368514094873e-05,440,1,,TROPOMI
2019-09-01,cobija,2.318840814605635e-05,425,1,,TROPOMI
2019-10-01,cobija,1.4504314101842128e-05,439,1,,TROPOMI
2019-11-01,cobija,7.221724831078584e-06,424,1,,TROPOMI
2019-12-01,cobija,6.946482672104701e-06,440,1,,TROPOMI
2020-01-01,cobija,9.447488627754467e-06,439,1,,TROPOMI
2020-02-01,cobija,5.258172859645787e-06,407,1,,TROPOMI
2020-03-01,cobija,7.79739323004057e-06,440,1,,TROPOMI
2020-04-01,cobija,6.463486041674062e-06,425,1,,TROPOMI
2020-05-01,cobija,4.965272733226703e-06,438,1,,TROPOMI
